size,subset,tune_f1,tune_calls,eval_f1,eval_calls,eval_em,diff_f1_vs_k3,diff_calls_vs_k3,f1_per_call,f1_minus_05calls
1,answer_stable,72.45979118920295,2.4,67.09412716912718,2.5,55.666666666666664,1.64444444444446,-0.5,26.837650867650872,65.84412716912718
1,overlap_signal,72.45979118920295,2.96,66.40316257816258,3.1066666666666665,56.333333333333336,0.9534798534798625,0.10666666666666647,21.37440855520255,64.84982924482925
1,answer_stable_f1,72.45979118920295,2.34,66.18142875642874,2.3666666666666667,55.00000000000001,0.7317460317460274,-0.6333333333333333,27.96398398158961,64.9980954230954
2,answer_stable+answer_stable_f1,72.45979118920295,2.34,66.18142875642874,2.3666666666666667,55.00000000000001,0.7317460317460274,-0.6333333333333333,27.96398398158961,64.9980954230954
2,answer_stable_f1+answer_stable_seq,72.45979118920295,2.31,65.84809542309542,2.3466666666666667,54.666666666666664,0.3984126984126988,-0.6533333333333333,28.06026793597816,64.67476208976208
3,answer_stable+answer_stable_f1+answer_stable_seq,72.45979118920295,2.31,65.84809542309542,2.3466666666666667,54.666666666666664,0.3984126984126988,-0.6533333333333333,28.06026793597816,64.67476208976208
1,answer_stable_seq,72.45979118920295,2.33,65.84809542309542,2.3633333333333333,54.666666666666664,0.3984126984126988,-0.6366666666666667,27.862381702297075,64.66642875642874
2,answer_stable+answer_stable_seq,72.45979118920295,2.33,65.84809542309542,2.3633333333333333,54.666666666666664,0.3984126984126988,-0.6366666666666667,27.862381702297075,64.66642875642874
2,answer_stable+overlap_signal,71.45979118920295,2.21,64.98301605801606,2.2133333333333334,54.666666666666664,-0.46666666666665435,-0.7866666666666666,29.359796411754246,63.87634939134939
2,answer_stable_f1+overlap_signal,71.45979118920295,2.16,64.79253986753987,2.183333333333333,54.666666666666664,-0.6571428571428442,-0.8166666666666669,29.675972458415213,63.700873200873204
3,answer_stable+answer_stable_f1+overlap_signal,71.45979118920295,2.16,64.79253986753987,2.183333333333333,54.666666666666664,-0.6571428571428442,-0.8166666666666669,29.675972458415213,63.700873200873204
3,answer_stable_f1+answer_stable_seq+overlap_signal,71.45979118920295,2.14,64.45920653420654,2.17,54.333333333333336,-0.9904761904761727,-0.8300000000000001,29.704703471984583,63.37420653420654
4,answer_stable+answer_stable_f1+answer_stable_seq+overlap_signal,71.45979118920295,2.14,64.45920653420654,2.17,54.333333333333336,-0.9904761904761727,-0.8300000000000001,29.704703471984583,63.37420653420654
2,answer_stable_seq+overlap_signal,71.45979118920295,2.16,64.45920653420654,2.1766666666666667,54.333333333333336,-0.9904761904761727,-0.8233333333333333,29.613724288303157,63.37087320087321
3,answer_stable+answer_stable_seq+overlap_signal,71.45979118920295,2.16,64.45920653420654,2.1766666666666667,54.333333333333336,-0.9904761904761727,-0.8233333333333333,29.613724288303157,63.37087320087321
2,answer_stable+calibrated_conf,67.51861471861471,2.0,63.53857161357161,2.006666666666667,53.333333333333336,-1.9111111111111043,-0.9933333333333332,31.66374000676326,62.53523828023828
3,answer_stable+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.53857161357161,2.006666666666667,53.333333333333336,-1.9111111111111043,-0.9933333333333332,31.66374000676326,62.53523828023828
2,calibrated_conf+overlap_signal,67.51861471861471,2.01,63.53857161357161,2.03,53.333333333333336,-1.9111111111111043,-0.9700000000000002,31.29978897220277,62.52357161357161
1,calibrated_conf,67.51861471861471,2.02,63.53857161357161,2.04,53.333333333333336,-1.9111111111111043,-0.96,31.14635863410373,62.51857161357161
2,answer_stable_f1+calibrated_conf,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
2,answer_stable_seq+calibrated_conf,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
3,answer_stable+answer_stable_f1+calibrated_conf,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
3,answer_stable+answer_stable_seq+calibrated_conf,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
3,answer_stable_f1+answer_stable_seq+calibrated_conf,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
3,answer_stable_f1+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
3,answer_stable_seq+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
4,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
4,answer_stable+answer_stable_f1+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
4,answer_stable+answer_stable_seq+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
4,answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
5,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.348095423095415,2.0033333333333334,53.333333333333336,-2.1015873015873012,-0.9966666666666666,31.621345469099207,62.34642875642875
1,ce_top_score,68.88836261777439,2.97,63.275384800384806,3.03,51.66666666666667,-2.1742979242979104,0.029999999999999805,20.882965280655053,61.760384800384806
1,judge_entailment,67.65194805194805,2.15,61.83627946127945,2.4233333333333333,52.0,-3.6134032634032636,-0.5766666666666667,25.51703416558987,60.62461279461279
2,overlap_signal+ce_top_score,67.37645785586963,2.01,61.5706228956229,2.3033333333333332,50.66666666666667,-3.8790598290598197,-0.6966666666666668,26.73109532371472,60.41895622895623
2,answer_stable+answer_in_evidence,65.70070028011204,1.51,61.55841288341289,1.6366666666666667,51.0,-3.891269841269825,-1.3633333333333333,37.612064898215614,60.74007955007956
2,answer_stable+ce_top_score,67.37645785586963,1.75,61.339365264365256,1.8633333333333333,50.0,-4.110317460317461,-1.1366666666666667,32.91915846030336,60.40769859769859
1,answer_in_evidence,67.10070028011205,1.84,61.26268638768638,2.283333333333333,50.66666666666667,-4.186996336996337,-0.7166666666666668,26.830373600446592,60.121019721019714
2,answer_stable_f1+answer_in_evidence,65.70070028011204,1.51,60.64571447071446,1.5733333333333333,50.33333333333333,-4.803968253968257,-1.4266666666666667,38.54600496019987,59.85904780404779
3,answer_stable+answer_stable_f1+answer_in_evidence,65.70070028011204,1.51,60.64571447071446,1.5733333333333333,50.33333333333333,-4.803968253968257,-1.4266666666666667,38.54600496019987,59.85904780404779
3,answer_stable+overlap_signal+ce_top_score,67.37645785586963,1.66,60.59492081992083,1.76,49.666666666666664,-4.854761904761887,-1.24,34.42893228404593,59.71492081992083
3,answer_stable+answer_in_evidence+overlap_signal,65.70070028011204,1.51,60.56952399452399,1.5566666666666666,50.33333333333333,-4.880158730158726,-1.4433333333333334,38.90975845472633,59.791190661190655
4,answer_stable_f1+answer_stable_seq+overlap_signal+ce_top_score,67.37645785586963,1.64,60.40444462944463,1.7366666666666666,49.666666666666664,-5.0452380952380835,-1.2633333333333334,34.781829920985395,59.5361112961113
5,answer_stable+answer_stable_f1+answer_stable_seq+overlap_signal+ce_top_score,67.37645785586963,1.64,60.40444462944463,1.7366666666666666,49.666666666666664,-5.0452380952380835,-1.2633333333333334,34.781829920985395,59.5361112961113
3,answer_stable_f1+overlap_signal+ce_top_score,67.37645785586963,1.64,60.40444462944463,1.74,49.666666666666664,-5.0452380952380835,-1.26,34.71519806289921,59.534444629444636
