size,subset,tune_f1,tune_calls,eval_f1,eval_calls,eval_em,diff_f1_vs_k3,diff_calls_vs_k3,f1_per_call,f1_minus_05calls
1,answer_stable,72.45979118920295,2.4,67.09412716912718,2.5,55.666666666666664,1.64444444444446,-0.5,26.837650867650872,65.84412716912718
1,overlap_signal,72.45979118920295,2.96,66.40316257816258,3.1066666666666665,56.333333333333336,0.9534798534798625,0.10666666666666647,21.37440855520255,64.84982924482925
2,answer_stable+overlap_signal,71.45979118920295,2.21,64.98301605801606,2.2133333333333334,54.666666666666664,-0.46666666666665435,-0.7866666666666666,29.359796411754246,63.87634939134939
2,answer_stable+calibrated_conf,67.51861471861471,2.0,63.53857161357161,2.006666666666667,53.333333333333336,-1.9111111111111043,-0.9933333333333332,31.66374000676326,62.53523828023828
3,answer_stable+calibrated_conf+overlap_signal,67.51861471861471,2.0,63.53857161357161,2.006666666666667,53.333333333333336,-1.9111111111111043,-0.9933333333333332,31.66374000676326,62.53523828023828
2,calibrated_conf+overlap_signal,67.51861471861471,2.01,63.53857161357161,2.03,53.333333333333336,-1.9111111111111043,-0.9700000000000002,31.29978897220277,62.52357161357161
1,calibrated_conf,67.51861471861471,2.02,63.53857161357161,2.04,53.333333333333336,-1.9111111111111043,-0.96,31.14635863410373,62.51857161357161
1,ce_top_score,68.88836261777439,2.97,63.275384800384806,3.03,51.66666666666667,-2.1742979242979104,0.029999999999999805,20.882965280655053,61.760384800384806
1,judge_entailment,67.65194805194805,2.15,61.83627946127945,2.4233333333333333,52.0,-3.6134032634032636,-0.5766666666666667,25.51703416558987,60.62461279461279
2,overlap_signal+ce_top_score,67.37645785586963,2.01,61.5706228956229,2.3033333333333332,50.66666666666667,-3.8790598290598197,-0.6966666666666668,26.73109532371472,60.41895622895623
2,answer_stable+answer_in_evidence,65.70070028011204,1.51,61.55841288341289,1.6366666666666667,51.0,-3.891269841269825,-1.3633333333333333,37.612064898215614,60.74007955007956
2,answer_stable+ce_top_score,67.37645785586963,1.75,61.339365264365256,1.8633333333333333,50.0,-4.110317460317461,-1.1366666666666667,32.91915846030336,60.40769859769859
1,answer_in_evidence,67.10070028011205,1.84,61.26268638768638,2.283333333333333,50.66666666666667,-4.186996336996337,-0.7166666666666668,26.830373600446592,60.121019721019714
3,answer_stable+overlap_signal+ce_top_score,67.37645785586963,1.66,60.59492081992083,1.76,49.666666666666664,-4.854761904761887,-1.24,34.42893228404593,59.71492081992083
3,answer_stable+answer_in_evidence+overlap_signal,65.70070028011204,1.51,60.56952399452399,1.5566666666666666,50.33333333333333,-4.880158730158726,-1.4433333333333334,38.90975845472633,59.791190661190655
2,overlap_signal+judge_entailment,66.98528138528138,1.77,59.8807239057239,1.9066666666666667,50.33333333333333,-5.568958818958819,-1.0933333333333333,31.405974076428617,58.927390572390564
3,answer_stable+calibrated_conf+ce_top_score,66.37645785586963,1.59,59.81714304214304,1.6,49.0,-5.632539682539679,-1.4,37.3857144013394,59.01714304214304
4,answer_stable+calibrated_conf+overlap_signal+ce_top_score,66.37645785586963,1.59,59.81714304214304,1.6,49.0,-5.632539682539679,-1.4,37.3857144013394,59.01714304214304
3,calibrated_conf+overlap_signal+ce_top_score,66.37645785586963,1.6,59.81714304214304,1.61,49.0,-5.632539682539679,-1.39,37.153504995119896,59.01214304214304
2,calibrated_conf+ce_top_score,66.37645785586963,1.61,59.81714304214304,1.6166666666666667,49.0,-5.632539682539679,-1.3833333333333333,37.00029466524312,59.00880970880971
2,answer_stable+judge_entailment,66.98528138528138,1.63,59.72565675065675,1.74,50.0,-5.724025974025963,-1.26,34.32509008658434,58.855656750656756
2,answer_in_evidence+overlap_signal,67.10070028011205,1.64,59.718241943241935,1.8033333333333332,49.666666666666664,-5.7314407814407815,-1.1966666666666668,33.11547612379405,58.81657527657527
3,answer_stable+answer_in_evidence+calibrated_conf,63.75952380952381,1.46,59.56952399452399,1.49,49.333333333333336,-5.880158730158726,-1.51,39.97954630504966,58.82452399452399
4,answer_stable+answer_in_evidence+calibrated_conf+overlap_signal,63.75952380952381,1.46,59.56952399452399,1.49,49.333333333333336,-5.880158730158726,-1.51,39.97954630504966,58.82452399452399
3,answer_in_evidence+calibrated_conf+overlap_signal,63.75952380952381,1.46,59.56952399452399,1.5,49.333333333333336,-5.880158730158726,-1.5,39.71301599634933,58.81952399452399
2,answer_in_evidence+calibrated_conf,63.75952380952381,1.46,59.56952399452399,1.5033333333333334,49.333333333333336,-5.880158730158726,-1.4966666666666666,39.6249605285082,58.817857327857325
1,top_score_z_intra,66.77169595110772,2.84,59.287866762866756,2.5733333333333333,49.0,-6.161815961815961,-0.42666666666666675,23.03932646225392,58.00120009620009
3,answer_stable+overlap_signal+judge_entailment,65.98528138528138,1.6,58.881212306212305,1.6633333333333333,49.333333333333336,-6.568470418470412,-1.3366666666666667,35.39952643660058,58.04954563954564
3,answer_stable+answer_in_evidence+ce_top_score,64.10070028011205,1.28,58.669523994524,1.41,48.0,-6.780158730158718,-1.59,41.60959148547801,57.964523994524
2,answer_in_evidence+ce_top_score,64.50070028011204,1.46,58.65157527657527,1.7533333333333334,48.0,-6.798107448107444,-1.2466666666666666,33.451468788921254,57.77490860990861
2,answer_stable+top_score_z_intra,65.25979118920296,1.62,58.567720242720235,1.63,48.0,-6.881962481962482,-1.37,35.9311167133253,57.75272024272024
2,overlap_signal+top_score_z_intra,64.25979118920296,1.79,58.41643819143818,1.8033333333333332,48.0,-7.033244533244535,-1.1966666666666668,32.39358864589918,57.51477152477152
3,answer_stable+calibrated_conf+judge_entailment,62.98528138528139,1.57,57.99232341732341,1.5966666666666667,48.333333333333336,-7.4573593073593045,-1.4033333333333333,36.32087061627771,57.19399008399008
4,answer_stable+calibrated_conf+overlap_signal+judge_entailment,62.98528138528139,1.57,57.99232341732341,1.5966666666666667,48.333333333333336,-7.4573593073593045,-1.4033333333333333,36.32087061627771,57.19399008399008
3,calibrated_conf+overlap_signal+judge_entailment,62.98528138528139,1.58,57.99232341732341,1.62,48.333333333333336,-7.4573593073593045,-1.38,35.79773050452062,57.18232341732341
2,calibrated_conf+judge_entailment,62.98528138528139,1.59,57.99232341732341,1.6266666666666667,48.333333333333336,-7.4573593073593045,-1.3733333333333333,35.65101849425619,57.17899008399008
3,answer_stable+overlap_signal+top_score_z_intra,64.25979118920296,1.53,57.9343869093869,1.4966666666666666,47.333333333333336,-7.515295815295815,-1.5033333333333334,38.70894448288657,57.18605357605357
4,answer_stable+answer_in_evidence+overlap_signal+ce_top_score,64.10070028011205,1.28,57.780635105635106,1.3766666666666667,47.333333333333336,-7.6690476190476105,-1.6233333333333333,41.971405645739786,57.092301772301774
3,answer_stable+calibrated_conf+top_score_z_intra,63.25979118920295,1.46,57.60105357605357,1.3933333333333333,47.333333333333336,-7.8486291486291435,-1.6066666666666667,41.34046907372266,56.90438690938691
4,answer_stable+calibrated_conf+overlap_signal+top_score_z_intra,63.25979118920295,1.46,57.60105357605357,1.3933333333333333,47.333333333333336,-7.8486291486291435,-1.6066666666666667,41.34046907372266,56.90438690938691
3,calibrated_conf+overlap_signal+top_score_z_intra,63.25979118920295,1.47,57.60105357605357,1.4,47.333333333333336,-7.8486291486291435,-1.6,41.14360969718113,56.90105357605357
2,calibrated_conf+top_score_z_intra,63.25979118920295,1.48,57.60105357605357,1.41,47.333333333333336,-7.8486291486291435,-1.59,40.85181104684651,56.896053576053575
2,ce_top_score+judge_entailment,64.17645785586961,1.68,57.46326358826358,1.8566666666666667,47.66666666666667,-7.986419136419137,-1.1433333333333333,30.949693135510007,56.534930254930245
4,answer_stable+answer_in_evidence+calibrated_conf+ce_top_score,64.10070028011205,1.28,57.44730177230176,1.3333333333333333,47.0,-8.002380952380953,-1.6666666666666667,43.085476329226324,56.7806351056351
5,answer_stable+answer_in_evidence+calibrated_conf+overlap_signal+ce_top_score,64.10070028011205,1.28,57.44730177230176,1.3333333333333333,47.0,-8.002380952380953,-1.6666666666666667,43.085476329226324,56.7806351056351
4,answer_in_evidence+calibrated_conf+overlap_signal+ce_top_score,64.10070028011205,1.28,57.44730177230176,1.3366666666666667,47.0,-8.002380952380953,-1.6633333333333333,42.97803125109858,56.77896843896843
